0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0
-0.0,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0
-0.0,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0
-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0
-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0
0.0,-0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0001,-0.0001,0.0001,-0.0001,0.0001,-0.0001,0.0
-0.0,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0003,0.0008,-0.0012,0.0015,-0.0016,0.0015,-0.0013,0.001,-0.0005
0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0003,0.0061,-0.0166,0.0254,-0.0314,0.034,-0.033,0.0284,-0.0208,0.011
-0.0,0.0,0.0,0.0,0.0,-0.0,0.0008,-0.0166,0.0452,-0.0689,0.0852,-0.0924,0.0896,-0.0772,0.0566,-0.0299
-0.0,-0.0,-0.0,-0.0,-0.0,0.0001,-0.0012,0.0254,-0.0689,0.1051,-0.13,0.1409,-0.1367,0.1178,-0.0863,0.0456
0.0,0.0,0.0,-0.0,0.0,-0.0001,0.0015,-0.0314,0.0852,-0.13,0.1607,-0.1743,0.1691,-0.1458,0.1068,-0.0564
-0.0,-0.0,-0.0,0.0,0.0,0.0001,-0.0016,0.034,-0.0924,0.1409,-0.1743,0.189,-0.1834,0.1581,-0.1159,0.0612
-0.0,0.0,0.0,-0.0,-0.0,-0.0001,0.0015,-0.033,0.0896,-0.1367,0.1691,-0.1834,0.178,-0.1535,0.1125,-0.0594
0.0,-0.0,-0.0,0.0,0.0,0.0001,-0.0013,0.0284,-0.0772,0.1178,-0.1458,0.1581,-0.1535,0.1324,-0.097,0.0512
-0.0,0.0,0.0,-0.0,-0.0,-0.0001,0.001,-0.0208,0.0566,-0.0863,0.1068,-0.1159,0.1125,-0.097,0.0711,-0.0375
0.0,-0.0,-0.0,0.0,-0.0,0.0,-0.0005,0.011,-0.0299,0.0456,-0.0564,0.0612,-0.0594,0.0512,-0.0375,0.0198
