0.0,-0.0629,-0.0639,0.002,-0.1495,-0.063,-0.0357,0.0121
0.0629,0.0,0.1112,-0.01,-0.0085,-0.0053,-0.0124,0.0859
0.0639,-0.1112,-0.0,-0.0066,-0.2729,-0.1168,-0.0757,0.1085
-0.002,0.01,0.0066,-0.0,0.024,0.0102,0.0061,-0.0047
0.1495,0.0085,0.2729,-0.024,0.0,-0.0042,-0.0246,0.2025
0.063,0.0053,0.1168,-0.0102,0.0042,-0.0,-0.0094,0.085
0.0357,0.0124,0.0757,-0.0061,0.0246,0.0094,-0.0,0.0464
-0.0121,-0.0859,-0.1085,0.0047,-0.2025,-0.085,-0.0464,-0.0
